user_id,title,grade
174,"Hara-Kiri",1
76,"Hara-Kiri",4
29,"Hara-Kiri",1
70,"Hara-Kiri",4
80,"Hara-Kiri",2
172,"The Adventures of Dr. Dolittle: Tale 2 - Cannibal Land",10
107,"The Adventures of Dr. Dolittle: Tale 2 - Cannibal Land",4
145,"The Adventures of Dr. Dolittle: Tale 2 - Cannibal Land",5
156,"The Adventures of Dr. Dolittle: Tale 2 - Cannibal Land",6
135,"The Adventures of Dr. Dolittle: Tale 2 - Cannibal Land",4
161,"The Adventures of Dr. Dolittle: Tale 2 - Cannibal Land",1
59,"The Adventures of Dr. Dolittle: Tale 2 - Cannibal Land",9
13,"The Adventures of Dr. Dolittle: Tale 2 - Cannibal Land",10
122,"The Adventures of Dr. Dolittle: Tale 2 - Cannibal Land",9
174,"The Adventures of Dr. Dolittle: Tale 2 - Cannibal Land",4
64,"The Adventures of Dr. Dolittle: Tale 2 - Cannibal Land",3
101,"The Adventures of Dr. Dolittle: Tale 2 - Cannibal Land",2
173,"The Adventures of Dr. Dolittle: Tale 2 - Cannibal Land",9
137,"The Adventures of Dr. Dolittle: Tale 2 - Cannibal Land",3
16,"The Adventures of Dr. Dolittle: Tale 2 - Cannibal Land",1
123,"The Adventures of Dr. Dolittle: Tale 2 - Cannibal Land",6
27,"The Adventures of Dr. Dolittle: Tale 2 - Cannibal Land",8
67,"The ingenuous libertine",1
148,"The ingenuous libertine",9
157,"The ingenuous libertine",9
32,"The ingenuous libertine",8
142,"The ingenuous libertine",7
68,"The ingenuous libertine",8
150,"The ingenuous libertine",9
125,"The ingenuous libertine",5
35,"The ingenuous libertine",8
137,"The ingenuous libertine",1
130,"The ingenuous libertine",10
134,"The Santa Fe Trail",3
104,"The Santa Fe Trail",9
7,"The Santa Fe Trail",8
180,"The Santa Fe Trail",7
105,"The Santa Fe Trail",10
170,"The Santa Fe Trail",4
122,"The Santa Fe Trail",2
173,"The Santa Fe Trail",7
33,"The Santa Fe Trail",2
123,"The Santa Fe Trail",5
119,"The Santa Fe Trail",4
89,"Hell's Angels",1
115,"Hell's Angels",9
88,"Hell's Angels",5
38,"Hell's Angels",7
21,"Hell's Angels",4
135,"Hell's Angels",8
10,"Hell's Angels",5
46,"Hell's Angels",5
168,"Hell's Angels",5
76,"Hell's Angels",9
155,"Hell's Angels",9
68,"Hell's Angels",4
125,"Hell's Angels",2
33,"Hell's Angels",2
148,"Just Imagine",6
18,"Just Imagine",8
59,"Just Imagine",2
15,"Just Imagine",5
92,"Just Imagine",6
122,"Just Imagine",8
96,"Just Imagine",3
11,"Just Imagine",8
70,"Just Imagine",8
123,"Just Imagine",8
31,"Just Imagine",7
119,"Just Imagine",8
22,"An American Tragedy",8
107,"An American Tragedy",8
19,"An American Tragedy",2
104,"An American Tragedy",8
61,"An American Tragedy",1
79,"An American Tragedy",5
71,"An American Tragedy",6
65,"An American Tragedy",9
146,"An American Tragedy",10
15,"An American Tragedy",10
168,"An American Tragedy",4
96,"An American Tragedy",10
86,"An American Tragedy",9
40,"An American Tragedy",8
162,"An American Tragedy",8
51,"An American Tragedy",6
22,"Boudu Saved from Drowning",3
115,"Boudu Saved from Drowning",9
78,"Boudu Saved from Drowning",5
12,"Boudu Saved from Drowning",3
25,"Boudu Saved from Drowning",5
146,"Boudu Saved from Drowning",3
59,"Boudu Saved from Drowning",9
168,"Boudu Saved from Drowning",1
138,"Boudu Saved from Drowning",7
147,"Boudu Saved from Drowning",6
86,"Boudu Saved from Drowning",1
173,"Boudu Saved from Drowning",6
11,"Boudu Saved from Drowning",5
171,"Boudu Saved from Drowning",9
70,"Boudu Saved from Drowning",7
132,"Boudu Saved from Drowning",3
20,"Boudu Saved from Drowning",4
27,"Boudu Saved from Drowning",7
51,"Boudu Saved from Drowning",6
31,"Boudu Saved from Drowning",10
119,"Boudu Saved from Drowning",1
141,"A Night at the Opera",6
115,"A Night at the Opera",7
4,"A Night at the Opera",9
93,"A Night at the Opera",6
92,"A Night at the Opera",6
122,"A Night at the Opera",6
174,"A Night at the Opera",2
81,"A Night at the Opera",5
42,"Dodsworth",6
38,"Dodsworth",2
32,"Dodsworth",9
176,"Dodsworth",2
133,"Dodsworth",8
170,"Dodsworth",5
160,"Dodsworth",3
96,"Dodsworth",1
178,"Dodsworth",9
47,"Dodsworth",1
153,"Dodsworth",3
36,"Dodsworth",3
125,"Dodsworth",6
152,"Dodsworth",6
141,"Robinson Crusoe of Clipper Island",8
45,"Robinson Crusoe of Clipper Island",8
166,"Robinson Crusoe of Clipper Island",5
61,"Robinson Crusoe of Clipper Island",5
128,"Robinson Crusoe of Clipper Island",8
163,"Robinson Crusoe of Clipper Island",10
28,"Robinson Crusoe of Clipper Island",3
113,"Robinson Crusoe of Clipper Island",5
94,"Robinson Crusoe of Clipper Island",1
60,"Robinson Crusoe of Clipper Island",10
62,"Robinson Crusoe of Clipper Island",8
23,"Robinson Crusoe of Clipper Island",7
1,"Robinson Crusoe of Clipper Island",4
42,"What Did the Lady Forget?",3
88,"What Did the Lady Forget?",10
107,"What Did the Lady Forget?",1
117,"What Did the Lady Forget?",1
180,"What Did the Lady Forget?",10
6,"What Did the Lady Forget?",10
4,"What Did the Lady Forget?",3
3,"What Did the Lady Forget?",4
105,"What Did the Lady Forget?",3
75,"What Did the Lady Forget?",2
93,"What Did the Lady Forget?",3
94,"What Did the Lady Forget?",2
103,"What Did the Lady Forget?",10
47,"What Did the Lady Forget?",8
11,"What Did the Lady Forget?",5
150,"What Did the Lady Forget?",5
29,"What Did the Lady Forget?",6
152,"What Did the Lady Forget?",5
159,"What Did the Lady Forget?",6
1,"What Did the Lady Forget?",1
118,"A Girl with Character",5
50,"A Girl with Character",9
19,"A Girl with Character",5
104,"A Girl with Character",3
102,"A Girl with Character",6
55,"A Girl with Character",2
3,"A Girl with Character",8
105,"A Girl with Character",2
84,"A Girl with Character",3
93,"A Girl with Character",7
60,"A Girl with Character",8
122,"A Girl with Character",4
164,"A Girl with Character",6
23,"A Girl with Character",10
74,"A Girl with Character",4
153,"A Girl with Character",8
68,"A Girl with Character",1
48,"A Girl with Character",4
131,"A Girl with Character",7
110,"A Girl with Character",10
51,"A Girl with Character",5
31,"A Girl with Character",7
42,"The Day the Bookies Wept",7
61,"The Day the Bookies Wept",8
102,"The Day the Bookies Wept",5
7,"The Day the Bookies Wept",3
105,"The Day the Bookies Wept",3
181,"The Day the Bookies Wept",5
177,"The Day the Bookies Wept",4
46,"The Day the Bookies Wept",2
127,"The Day the Bookies Wept",4
109,"The Day the Bookies Wept",8
118,"Drums Along the Mohawk",7
22,"Drums Along the Mohawk",7
77,"Drums Along the Mohawk",6
113,"Drums Along the Mohawk",3
170,"Drums Along the Mohawk",9
100,"Drums Along the Mohawk",7
39,"Drums Along the Mohawk",2
37,"Drums Along the Mohawk",2
20,"Drums Along the Mohawk",5
116,"Drums Along the Mohawk",1
52,"Drums Along the Mohawk",6
140,"Drums Along the Mohawk",6
1,"Drums Along the Mohawk",3
115,"Ninotchka",5
156,"Ninotchka",3
114,"Ninotchka",8
4,"Ninotchka",2
3,"Ninotchka",7
105,"Ninotchka",3
100,"Ninotchka",7
96,"Ninotchka",5
109,"Ninotchka",10
136,"Ninotchka",10
74,"Ninotchka",9
24,"Ninotchka",4
179,"Ninotchka",10
33,"Ninotchka",6
165,"Ninotchka",1
119,"Ninotchka",9
1,"Ninotchka",6
172,"The Shop Around the Corner",2
91,"The Shop Around the Corner",4
117,"The Shop Around the Corner",3
77,"The Shop Around the Corner",2
9,"The Shop Around the Corner",10
177,"The Shop Around the Corner",7
138,"The Shop Around the Corner",2
44,"The Shop Around the Corner",6
96,"The Shop Around the Corner",4
24,"The Shop Around the Corner",5
36,"The Shop Around the Corner",2
131,"The Shop Around the Corner",6
85,"The Shop Around the Corner",1
132,"The Shop Around the Corner",7
57,"The Shop Around the Corner",1
17,"The Shop Around the Corner",3
31,"The Shop Around the Corner",10
140,"The Shop Around the Corner",3
88,"Brazza, or The Epic of the Congo",10
156,"Brazza, or The Epic of the Congo",4
143,"Brazza, or The Epic of the Congo",5
98,"Brazza, or The Epic of the Congo",4
113,"Brazza, or The Epic of the Congo",4
149,"Brazza, or The Epic of the Congo",10
93,"Brazza, or The Epic of the Congo",1
58,"Brazza, or The Epic of the Congo",8
182,"Brazza, or The Epic of the Congo",8
47,"Brazza, or The Epic of the Congo",10
116,"Brazza, or The Epic of the Congo",8
167,"Brazza, or The Epic of the Congo",8
82,"Brazza, or The Epic of the Congo",9
22,"My Favorite Wife",10
61,"My Favorite Wife",5
106,"My Favorite Wife",3
158,"My Favorite Wife",2
60,"My Favorite Wife",2
175,"My Favorite Wife",6
44,"My Favorite Wife",1
76,"My Favorite Wife",5
68,"My Favorite Wife",5
110,"My Favorite Wife",6
152,"My Favorite Wife",7
116,"My Favorite Wife",4
82,"My Favorite Wife",4
115,"Santa Fe Trail",10
158,"Santa Fe Trail",3
111,"Santa Fe Trail",6
135,"Santa Fe Trail",7
133,"Santa Fe Trail",2
92,"Santa Fe Trail",1
136,"Santa Fe Trail",7
49,"Santa Fe Trail",9
137,"Santa Fe Trail",9
16,"Santa Fe Trail",6
42,"The Lady Eve",6
141,"The Lady Eve",3
139,"The Lady Eve",3
180,"The Lady Eve",2
46,"The Lady Eve",10
109,"The Lady Eve",7
121,"The Lady Eve",9
33,"The Lady Eve",10
80,"The Lady Eve",5
31,"The Lady Eve",7
7,"Meet John Doe",3
3,"Meet John Doe",10
84,"Meet John Doe",2
120,"Meet John Doe",3
175,"Meet John Doe",3
127,"Meet John Doe",6
74,"Meet John Doe",8
99,"Meet John Doe",8
150,"Meet John Doe",3
36,"Meet John Doe",1
89,"Topper Returns",3
91,"Topper Returns",9
128,"Topper Returns",5
6,"Topper Returns",10
157,"Topper Returns",5
163,"Topper Returns",4
5,"Topper Returns",7
129,"Topper Returns",9
182,"Topper Returns",5
13,"Topper Returns",4
127,"Topper Returns",6
24,"Topper Returns",5
99,"Topper Returns",3
131,"Topper Returns",4
70,"Topper Returns",1
16,"Topper Returns",5
45,"A Yank in the R.A.F.",1
117,"A Yank in the R.A.F.",6
87,"A Yank in the R.A.F.",7
65,"A Yank in the R.A.F.",2
67,"A Yank in the R.A.F.",7
90,"A Yank in the R.A.F.",10
18,"A Yank in the R.A.F.",5
41,"A Yank in the R.A.F.",10
92,"A Yank in the R.A.F.",5
64,"A Yank in the R.A.F.",10
20,"A Yank in the R.A.F.",2
72,"A Yank in the R.A.F.",7
82,"A Yank in the R.A.F.",3
42,"All That Money Can Buy",5
141,"All That Money Can Buy",7
14,"All That Money Can Buy",4
50,"All That Money Can Buy",10
19,"All That Money Can Buy",10
114,"All That Money Can Buy",10
28,"All That Money Can Buy",3
75,"All That Money Can Buy",9
32,"All That Money Can Buy",9
142,"All That Money Can Buy",4
112,"All That Money Can Buy",8
69,"All That Money Can Buy",8
70,"All That Money Can Buy",9
57,"All That Money Can Buy",9
165,"All That Money Can Buy",9
172,"They Died with Their Boots On",2
91,"They Died with Their Boots On",2
67,"They Died with Their Boots On",5
114,"They Died with Their Boots On",4
177,"They Died with Their Boots On",7
175,"They Died with Their Boots On",2
40,"They Died with Their Boots On",3
155,"They Died with Their Boots On",9
81,"They Died with Their Boots On",8
91,"Reap the Wild Wind",2
166,"Reap the Wild Wind",2
158,"Reap the Wild Wind",1
56,"Reap the Wild Wind",5
26,"Reap the Wild Wind",2
151,"Reap the Wild Wind",9
136,"Reap the Wild Wind",4
99,"Reap the Wild Wind",9
20,"Reap the Wild Wind",9
116,"Reap the Wild Wind",4
130,"Reap the Wild Wind",1
22,"Wake Island",5
166,"Wake Island",10
106,"Wake Island",6
158,"Wake Island",9
143,"Wake Island",2
77,"Wake Island",2
84,"Wake Island",1
98,"Wake Island",8
9,"Wake Island",3
13,"Wake Island",5
44,"Wake Island",10
64,"Wake Island",2
173,"Wake Island",5
68,"Wake Island",3
37,"Wake Island",4
165,"Wake Island",3
30,"Wake Island",6
91,"Saludos Amigos",10
50,"Saludos Amigos",2
128,"Saludos Amigos",7
143,"Saludos Amigos",6
163,"Saludos Amigos",8
129,"Saludos Amigos",4
177,"Saludos Amigos",4
160,"Saludos Amigos",5
96,"Saludos Amigos",3
137,"Saludos Amigos",4
57,"Saludos Amigos",9
82,"Saludos Amigos",1
42,"Spies",3
71,"Spies",8
53,"Spies",7
26,"Spies",3
135,"Spies",9
28,"Spies",1
147,"Spies",6
23,"Spies",4
155,"Spies",10
20,"Spies",1
27,"Spies",4
71,"Phantom of the Opera",2
65,"Phantom of the Opera",10
158,"Phantom of the Opera",7
143,"Phantom of the Opera",4
21,"Phantom of the Opera",5
114,"Phantom of the Opera",3
75,"Phantom of the Opera",2
12,"Phantom of the Opera",5
176,"Phantom of the Opera",1
146,"Phantom of the Opera",9
10,"Phantom of the Opera",7
76,"Phantom of the Opera",10
11,"Phantom of the Opera",5
54,"Phantom of the Opera",10
29,"Phantom of the Opera",5
8,"Phantom of the Opera",3
80,"Phantom of the Opera",2
130,"Phantom of the Opera",5
30,"Phantom of the Opera",1
22,"The Spider Woman",8
88,"The Spider Woman",9
107,"The Spider Woman",10
53,"The Spider Woman",3
28,"The Spider Woman",10
124,"The Spider Woman",2
120,"The Spider Woman",1
170,"The Spider Woman",7
41,"The Spider Woman",1
15,"The Spider Woman",2
126,"The Spider Woman",1
44,"The Spider Woman",6
86,"The Spider Woman",5
179,"The Spider Woman",8
99,"The Spider Woman",6
171,"The Spider Woman",6
165,"The Spider Woman",6
81,"The Spider Woman",5
19,"The Scarlet Claw",2
104,"The Scarlet Claw",4
53,"The Scarlet Claw",2
106,"The Scarlet Claw",8
180,"The Scarlet Claw",2
78,"The Scarlet Claw",6
77,"The Scarlet Claw",4
32,"The Scarlet Claw",8
161,"The Scarlet Claw",3
177,"The Scarlet Claw",2
174,"The Scarlet Claw",7
74,"The Scarlet Claw",10
131,"The Scarlet Claw",5
152,"The Scarlet Claw",7
27,"The Scarlet Claw",9
72,"The Scarlet Claw",9
80,"The Scarlet Claw",9
159,"The Scarlet Claw",1
42,"On Approval",1
89,"On Approval",6
106,"On Approval",9
148,"On Approval",4
114,"On Approval",1
4,"On Approval",4
146,"On Approval",7
120,"On Approval",5
9,"On Approval",9
182,"On Approval",10
109,"On Approval",2
86,"On Approval",9
76,"On Approval",6
150,"On Approval",2
95,"The Thin Man Goes Home",3
38,"The Thin Man Goes Home",10
90,"The Thin Man Goes Home",7
157,"The Thin Man Goes Home",10
84,"The Thin Man Goes Home",4
75,"The Thin Man Goes Home",8
124,"The Thin Man Goes Home",6
161,"The Thin Man Goes Home",2
10,"The Thin Man Goes Home",10
178,"The Thin Man Goes Home",1
86,"The Thin Man Goes Home",1
24,"The Thin Man Goes Home",6
20,"The Thin Man Goes Home",6
34,"The Thin Man Goes Home",1
27,"The Thin Man Goes Home",10
141,"Story of G.I. Joe",6
14,"Story of G.I. Joe",7
71,"Story of G.I. Joe",3
158,"Story of G.I. Joe",2
148,"Story of G.I. Joe",6
78,"Story of G.I. Joe",5
98,"Story of G.I. Joe",3
170,"Story of G.I. Joe",3
59,"Story of G.I. Joe",6
175,"Story of G.I. Joe",4
92,"Story of G.I. Joe",2
138,"Story of G.I. Joe",9
23,"Story of G.I. Joe",6
2,"Story of G.I. Joe",5
80,"Story of G.I. Joe",1
52,"Story of G.I. Joe",7
172,"Leave Her to Heaven",6
141,"Leave Her to Heaven",7
169,"Leave Her to Heaven",6
56,"Leave Her to Heaven",8
114,"Leave Her to Heaven",1
26,"Leave Her to Heaven",10
4,"Leave Her to Heaven",8
142,"Leave Her to Heaven",5
177,"Leave Her to Heaven",6
164,"Leave Her to Heaven",8
49,"Leave Her to Heaven",6
2,"Leave Her to Heaven",7
89,"A Night in Casablanca",2
108,"A Night in Casablanca",1
21,"A Night in Casablanca",4
105,"A Night in Casablanca",7
84,"A Night in Casablanca",9
10,"A Night in Casablanca",7
170,"A Night in Casablanca",10
168,"A Night in Casablanca",3
69,"A Night in Casablanca",3
47,"A Night in Casablanca",3
99,"A Night in Casablanca",3
125,"A Night in Casablanca",9
17,"A Night in Casablanca",8
119,"A Night in Casablanca",4
139,"Cloak and Dagger",6
78,"Cloak and Dagger",4
146,"Cloak and Dagger",3
15,"Cloak and Dagger",1
46,"Cloak and Dagger",8
44,"Cloak and Dagger",7
150,"Cloak and Dagger",6
72,"Cloak and Dagger",3
107,"My Favorite Brunette",9
145,"My Favorite Brunette",1
169,"My Favorite Brunette",4
67,"My Favorite Brunette",1
6,"My Favorite Brunette",5
4,"My Favorite Brunette",4
83,"My Favorite Brunette",6
181,"My Favorite Brunette",8
112,"My Favorite Brunette",5
162,"My Favorite Brunette",4
23,"My Favorite Brunette",9
99,"My Favorite Brunette",6
54,"My Favorite Brunette",8
81,"My Favorite Brunette",5
80,"My Favorite Brunette",7
118,"The Ghost and Mrs. Muir",9
91,"The Ghost and Mrs. Muir",10
50,"The Ghost and Mrs. Muir",9
79,"The Ghost and Mrs. Muir",4
128,"The Ghost and Mrs. Muir",6
111,"The Ghost and Mrs. Muir",4
55,"The Ghost and Mrs. Muir",7
90,"The Ghost and Mrs. Muir",4
161,"The Ghost and Mrs. Muir",4
93,"The Ghost and Mrs. Muir",9
29,"The Ghost and Mrs. Muir",8
2,"The Ghost and Mrs. Muir",2
14,"Captain Boycott",3
102,"Captain Boycott",3
58,"Captain Boycott",8
175,"Captain Boycott",7
147,"Captain Boycott",9
178,"Captain Boycott",8
66,"Captain Boycott",7
155,"Captain Boycott",9
132,"Captain Boycott",1
159,"Captain Boycott",5
111,"The Big Clock",7
55,"The Big Clock",8
98,"The Big Clock",4
160,"The Big Clock",6
155,"The Big Clock",5
154,"The Big Clock",5
110,"The Big Clock",6
137,"The Big Clock",8
119,"The Big Clock",9
78,"Planned Parenthood",6
5,"Planned Parenthood",1
181,"Planned Parenthood",9
41,"Planned Parenthood",3
100,"Planned Parenthood",3
127,"Planned Parenthood",4
86,"Planned Parenthood",2
155,"Planned Parenthood",4
54,"Planned Parenthood",2
34,"Planned Parenthood",6
16,"Planned Parenthood",5
159,"Planned Parenthood",3
89,"The Barkleys of Broadway",7
22,"The Barkleys of Broadway",5
45,"The Barkleys of Broadway",9
107,"The Barkleys of Broadway",2
73,"The Barkleys of Broadway",8
106,"The Barkleys of Broadway",3
21,"The Barkleys of Broadway",3
4,"The Barkleys of Broadway",10
105,"The Barkleys of Broadway",1
161,"The Barkleys of Broadway",10
142,"The Barkleys of Broadway",5
58,"The Barkleys of Broadway",4
103,"The Barkleys of Broadway",7
44,"The Barkleys of Broadway",1
101,"The Barkleys of Broadway",10
27,"The Barkleys of Broadway",4
14,"The Third Man",6
180,"The Third Man",10
161,"The Third Man",4
98,"The Third Man",6
120,"The Third Man",10
97,"The Third Man",4
147,"The Third Man",4
40,"The Third Man",10
136,"The Third Man",10
173,"The Third Man",6
48,"The Third Man",7
125,"The Third Man",4
2,"The Third Man",9
52,"The Third Man",2
1,"The Third Man",4
22,"The Great Rupert",10
50,"The Great Rupert",5
139,"The Great Rupert",5
156,"The Great Rupert",2
108,"The Great Rupert",5
56,"The Great Rupert",10
170,"The Great Rupert",4
44,"The Great Rupert",6
66,"The Great Rupert",9
155,"The Great Rupert",1
171,"The Great Rupert",10
35,"The Great Rupert",3
89,"Panic in the Streets",9
114,"Panic in the Streets",10
55,"Panic in the Streets",2
142,"Panic in the Streets",9
176,"Panic in the Streets",9
112,"Panic in the Streets",3
9,"Panic in the Streets",3
182,"Panic in the Streets",4
97,"Panic in the Streets",7
174,"Panic in the Streets",4
101,"Panic in the Streets",9
173,"Panic in the Streets",9
132,"Panic in the Streets",2
152,"Panic in the Streets",5
137,"Panic in the Streets",10
20,"Panic in the Streets",7
72,"Panic in the Streets",2
51,"Panic in the Streets",2
130,"Panic in the Streets",3
56,"We're Getting Married",9
6,"We're Getting Married",4
157,"We're Getting Married",4
176,"We're Getting Married",2
175,"We're Getting Married",8
100,"We're Getting Married",6
179,"We're Getting Married",10
121,"We're Getting Married",8
68,"We're Getting Married",5
171,"We're Getting Married",1
20,"We're Getting Married",10
123,"We're Getting Married",2
140,"We're Getting Married",3
88,"Operation Pacific",2
71,"Operation Pacific",5
114,"Operation Pacific",9
112,"Operation Pacific",3
174,"Operation Pacific",9
64,"Operation Pacific",7
11,"Operation Pacific",9
24,"Operation Pacific",3
43,"Operation Pacific",5
130,"Operation Pacific",2
159,"Operation Pacific",7
115,"Diary of a Country Priest",8
61,"Diary of a Country Priest",9
144,"Diary of a Country Priest",10
53,"Diary of a Country Priest",4
143,"Diary of a Country Priest",4
3,"Diary of a Country Priest",10
5,"Diary of a Country Priest",3
59,"Diary of a Country Priest",10
122,"Diary of a Country Priest",7
109,"Diary of a Country Priest",6
86,"Diary of a Country Priest",8
101,"Diary of a Country Priest",1
173,"Diary of a Country Priest",9
68,"Diary of a Country Priest",8
152,"Diary of a Country Priest",6
134,"The Damned Lovers",7
88,"The Damned Lovers",10
166,"The Damned Lovers",10
95,"The Damned Lovers",8
67,"The Damned Lovers",2
21,"The Damned Lovers",3
114,"The Damned Lovers",9
4,"The Damned Lovers",1
161,"The Damned Lovers",5
92,"The Damned Lovers",10
13,"The Damned Lovers",5
138,"The Damned Lovers",2
126,"The Damned Lovers",9
173,"The Damned Lovers",2
150,"The Damned Lovers",9
125,"The Damned Lovers",1
37,"The Damned Lovers",7
33,"The Damned Lovers",9
132,"The Damned Lovers",10
89,"We're Not Married!",9
95,"We're Not Married!",1
139,"We're Not Married!",7
87,"We're Not Married!",7
111,"We're Not Married!",9
12,"We're Not Married!",7
129,"We're Not Married!",3
46,"We're Not Married!",7
173,"We're Not Married!",7
11,"We're Not Married!",10
35,"We're Not Married!",8
34,"We're Not Married!",8
14,"The Duel at Silver Creek",6
50,"The Duel at Silver Creek",9
144,"The Duel at Silver Creek",5
145,"The Duel at Silver Creek",4
108,"The Duel at Silver Creek",7
21,"The Duel at Silver Creek",1
12,"The Duel at Silver Creek",6
168,"The Duel at Silver Creek",5
62,"The Duel at Silver Creek",9
138,"The Duel at Silver Creek",10
69,"The Duel at Silver Creek",3
155,"The Duel at Silver Creek",4
57,"The Duel at Silver Creek",2
104,"Lady Chatterley of Japan",7
108,"Lady Chatterley of Japan",1
55,"Lady Chatterley of Japan",3
124,"Lady Chatterley of Japan",4
62,"Lady Chatterley of Japan",7
164,"Lady Chatterley of Japan",5
24,"Lady Chatterley of Japan",7
137,"Lady Chatterley of Japan",5
20,"Lady Chatterley of Japan",3
1,"Lady Chatterley of Japan",7
115,"Alyosha Ptitsyn Develops Character",4
65,"Alyosha Ptitsyn Develops Character",4
12,"Alyosha Ptitsyn Develops Character",2
100,"Alyosha Ptitsyn Develops Character",6
164,"Alyosha Ptitsyn Develops Character",3
23,"Alyosha Ptitsyn Develops Character",7
24,"Alyosha Ptitsyn Develops Character",2
20,"Alyosha Ptitsyn Develops Character",2
34,"Alyosha Ptitsyn Develops Character",7
116,"Alyosha Ptitsyn Develops Character",3
16,"Alyosha Ptitsyn Develops Character",5
118,"The 5,000 Fingers of Dr. T.",2
91,"The 5,000 Fingers of Dr. T.",8
38,"The 5,000 Fingers of Dr. T.",3
111,"The 5,000 Fingers of Dr. T.",9
